StoreId,CompleteStoreName,FoodType,AverageRating,Reviewers,City,Location
mzre,Baskin Robbins (One Holland Village),Dessert,4.8,20,singapore,"7, HOLLAND VILLAGE WAY, ONE HOLLAND VILLAGE, #01-26 275748,"
mzty,iSTEAKS (Tampines 1),Western,4.8,36,singapore,"10 Tampines Central 1, #05-04,"
mzub,Ah Ying Lao Huo Tang阿英老火汤 (Upper Boon Keng Road),Soups,4.8,48,singapore,"17 Upper Boon Keng Road #01-77, S 380117,"
mzxs,Sri Udhayan Restaurant (Bedok Reservoir),,0,0,singapore,"415978, 415978 Bedok Reservoir, East, Singapore, Singapore,"
n030,Lau Wang Claypot Delights (Serangoon Central) - Islandwide,Chinese,5,25,singapore,"263 Serangoon Central Drive #01-43,"
n0av,Old Hup Kee (Parkway Parade),Singaporean,4.9,269,singapore,"80 MARINE PARADE ROAD #B1-85/87, 112/146 & 146A
KOPITIAM MR3,"
n0cp,Cold Flings (Fernvale),Dessert,4.7,39,singapore,"21 Fernvale Road, High Park Residences, #01-05,"
n0hh,Osteria (Asia Square Tower 2),Pizza,4.9,81,singapore,"12 Marina View #01-04/05 Asia Square Tower 2, Singapore 018961,"
n0ht,158 Kitchen (Yung Loh Road),Noodles,4.8,42,singapore,"158 Yung Loh Road, #01-60,"
n0if,KOI Thé Express (Wisma),Bubble Tea,5,27,singapore,"435 Orchard Road, #B1-03 Wisma Atria, Singapore 238877,"
n0k2,兴隆 Pig Organ Soup & Kway Chap (Punggol Field),Soups,4.9,1075,singapore,"Stall No: 03 Kopitiam 108 Punggol Field, #01-01 820108,"
n0ni,Thai Makan By Thai Dynasty (Jurong Point) - Islandwide,Thai,4.8,8,singapore,"1 Jurong West Central 2, #B1-42/43/44 Jurong Point,"
n0p2,Zai Vegetarian Food (Kovan) - Islandwide,Vegetarian,4.8,37,singapore,"Blk 209 Hougang street 21,unit #01-33
Singapore , 530209,"
n0xo,Zhong Zhong Wu Xiang (ARC),Chinese,4.8,175,singapore,"460 Alexandra Retail Centre #02-37,"
n1nm,BLUEMIST (Tanjong Pagar Plaza),Western,4.9,46,singapore,"Blk 7 Tanjong Pagar Plaza #01-103, Singapore 081007,"
n1pu,Kazutake Ramen (Serangoon),,4.6,80,singapore,"Kazutake Ramen (Serangoon Gardens), Kensington Park Rd 11, 557263 Serangoon, North, Singapore, Singapore,"
n1q3,Hello Butter Chicken (Cosford Container Park),Asian,0,0,singapore,"30 Cosford Road #01-11 SG499550, S 499550,"
n1sf,Skirt & Dirt (Seng Poh Road),Western,4.9,112,singapore,"30 Seng Poh Road #02-66 Singapore 168898,"
n1wl,Sherlock's (Ascent),Indian,2,1,singapore,"2 Science Park Drive , # 01-17 , Singapore-118222,"
n2dd,Hummus House - Pita & Olives (City Square),Mediterranean,4.4,159,singapore,"City Square Mall, 180 Kitchener Rd, #B2-K5 208539,"
n2dm,HomeStyle Mala Tang 家乡麻辣烫 (Beauty World Centre),Chinese,3,25,singapore,"Beauty World Centre, Upper Bukit Timah Rd 144 04-40, Home style Mala, 588177 Beauty World, West, Singapore, Singapore,"
n2kg,Xing Long Fish Soup (Teck Whye),Soups,4.8,1490,singapore,"Blk 143 Teck Whye Lane #01-243, Singapore, 680143,"
n2mb,Kitchen Nur Cahaya (Sungei Kadut),Asian,0,0,singapore,"Mandai Estate 29 01-05, 729932 Sungei Kadut, North, Singapore, Singapore,"
n2mr,Thunder Tea 鈺源 LEICHA (Thomson Plaza),Rice Dishes,5,431,singapore,"301 Upper thomson road #01-106 Stall 5,"
n2v9,Time For Thai (Beauty World)- Islandwide,Thai,5,86,singapore,"15 Cheong Chin Nam Road, Beauty World, Jurong East, Clementi, West,"
n31u,Jiak Mee @ Traditional Mee Hoon Kueh (Yishun Central 1),Malaysian,5,23,singapore,"925 Yishun Central 1 #01-249, S 760925,"
n388,Curry Cafe (482 Admiralty Link) - Islandwide,Asian,0,0,singapore,"Blk 482 Admiralty Link, #01-13, Singapore 750482,"
n3dc,Yuba Hut (The Rail Mall),Japanese,4.9,640,singapore,"454 Upper Bukit Timah Rd,"
n3dm,Rong Wantan Noodle Original 287 Tanjong Katong Rd (United Square),Chinese,4.9,471,singapore,"United Square #01-K17 101 Thomson Rd Singapore 307591,"
n3ni,Hao Hao Noodle House (Commonwealth Crescent),Chinese,4.9,153,singapore,"31 Commonwealth Crescent #02-83 Commonwealth Crescent Market & Food Centre Singapore 149644,"
n3pq,Dimbulah Chopped Salads & Pasta (137 Market Street),Coffee,5,70,singapore,"137 Market St #01-01,"
n3vx,THAT Thai Place (Beach Road),Thai,0,0,singapore,"Beach Rd 302 #01-02, 199600 Arab Street, Central, Singapore, Singapore,"
n3w8,Daam Doom Dish (Tanjong Pagar),Indian,4.2,159,singapore,"5 Upper Boon keng Road,
#01 -22 Kallang Height,
S380005,"
n46k,Aliff Murtabak (Changi Road),Indian,4.7,14,singapore,"48A Changi Rd, Singapore 419705,"
n4cl,Yamato Izakaya (Oxley BizHub),Japanese,4.6,18,singapore,"65 Ubi Road 1 #01-92, Oxley BizHub, Singapore 408729,"
n4e8,Frezcha Lifestyle (Bukit Batok West Avenue 9),Beverages,5,251,singapore,"449B Bukit Batok West Avenue 9 #17-84, Singapore 652449,"
n4ed,Best Hawa Restaurant Western & Seafood (Jalan Kembangan),Chicken,4.9,516,singapore,"56 Jalan Kembangan, S 419120,"
n4gt,MADD PIZZA (Haji Lane),Pizza,4.9,172,singapore,"19,20 & 21 Haji Lane,"
n4wa,Gugu K (Tampines Street 43),American,4.9,77,singapore,"#01-114, Blk 474 Tampines Street 43, Singapore 520474,"
n4wm,NASI HALBA KUKUS™ (Chai Chee Road),Malaysian,0,0,singapore,"Blk 26A Chai Chee Road, #01-405, Stall 5 Singapore, Singapore 461026, S 461026,"
n4zb,Ananda Bhavan Restaurant (Changi Business Park),Indian,4.9,1321,singapore,"No.8 Changi Business Park Ave 1 #01-29 Biz Hub East,"
n50m,Fa Ge Lok Lok (Veerasamy Road),Malaysian,0,0,singapore,"638 Veerasamy Road , Singapore 200638, S 200638,"
n51z,165 Prawn and Pork Rib Noodles (Woodlands St 32),Chinese,4.9,33,singapore,"326 Woodlands Street 32, #01-103, Stall 7A, Inside Maxim Star Coffeeshop, Singapore 730326,"
n57c,Du Du Dumplings (Tiong Bahru),Chinese,0,0,singapore,"Tiong Bahru Plaza, 302, Tiong Bahru Rd, Tiong Bahru, Central, #02-111,"
n5bh,New Scissor-Cut Curry Rice Restaurant (Paya Lebar),Chinese,4.9,71,singapore,"New Scissor-cut Curry Rice Restaurant, Geylang Rd 669, 389596 Paya Lebar, East, Singapore, Singapore,"
n5ij,Curry and Tandoor (Magic Masala) - Restaurant Delivery,Indian,3.4,105,singapore,"484 Changi Road, Magic Masala 419896,"
n5re,Go Vegetarian! (Hougang Avenue 9),Vegetarian,0,0,singapore,"Hougang Ave 9 932, 532932 Hougang, North, Singapore, Singapore,"
n5rh,Cultivate Cafe (Maxwell Reserve Autograph Collection) - Islandwide,,0,0,singapore,"Maxwell Reserve Singapore, Autograph Collection, 2 Cook Street, Singapore 078857,"
n5s2,Stacket (Macpherson Mall),Asian,0,0,singapore,"Macpherson Mall, 401 MacPherson Rd, Singapore 368125,"
n5wy,A1 Turkish Kebab (Lucky Plaza),Middle Eastern,4.9,69,singapore,"304 Orchard Road #01-K1, Lucky Plaza, Singapore 238863,"
n5zd,Swag Se (Race Course Road),Indian,4.8,27,singapore,"Race Course Rd 142, 218593 Farrer Park, Central, Singapore, Singapore,"
n645,Mr. Baguette (Bukit Batok),,0,0,singapore,"4 Bukit Batok Street 41, #01-21 , Le Quest Mall, S S65799,"
n651,Li Qun Ban Mee (Woodlands Bizhub),Chinese,4.9,116,singapore,"190 woodlands Industrial Park E5 #01-01 Woodlands Bizhub,"
n6d5,Jj Sarawak Noodle (Taman Jurong Food Centre) - Islandwide,Noodles,5,10,singapore,"Taman jurong market and food centre 3 yung sheng Rd #03-127 Singapore 618499,"
n6fv,Nana Bunsik (1 W Coast Dr),Asian,5,31,singapore,"1 W Coast Dr, #01-84, Singapore 128020,"
n6k7,J N J FOODHUB FILIPINO AND WESTERN FOOD (Toa Payoh Central),Filipino,0,0,singapore,"177 TOA PAYOH CENTRAL #01-176 SINGAPORE (310177), S 310177,"
n6ni,L Happy Duck (Bukit Batok Street 31),Chinese,5,508,singapore,"371 Bukit Batok Street 31 #01-326 Singapore 650371,"
n6ov,Bao Wei Tang 爆味堂 (Club Street),Asian,0,0,singapore,"8 Club Street #B2-15, S 69472,"
n6ri,Arabian Turkish Kabab (Changi Rd),,4.9,11,singapore,"Changi Rd 55, 01-21 , 419709 Paya Lebar, East, Singapore, Singapore,"
n6xq,Ambeng Ummi (Sembawang),,0,0,singapore,"769679, 769679 Sembawang, North, Singapore, Singapore,"
n7e6,Irna's Taste Food & Cakes (Changi Road),Pancakes and Waffles,5,45,singapore,"55 Changi Road #01-20 Millage, Singapore 419709,"
n7gi,Pho Street (Woods Square),Vietnamese,4.9,659,singapore,"6 Woodlands Square, #B2-07,"
n7mk,Traditional Rui Ji Chicken Rice & Curry Noodles (Outram Road),Singaporean,0,0,singapore,"313 Outram Road #01-00 169073, S 169073,"
n7sz,@SAIGON (CREATIVE BUILDING),Noodles,5,19,singapore,"31 International Business Park, #01-06, Jurong East, 609921, Singapore,"
n7ye,Al Azaan (Sembawang),Malaysian,0,0,singapore,"361 Sembawang Cres, #01-01 Sun Natura SG750361,"
n88t,Mala Hotpot by Mala Wok (1 Bedok Rd)- Islandwide,Chinese,5,22,singapore,"1 Bedok Road #01-28 Singapore 469572,"
n8bm,HJH Maimunah Mini (Westgate),Malaysian,5,175,singapore,"3 Gateway Drive 
#B1-29 Westgate
Singapore 608532,"
n8e7,Kinzo Izakaya (Club Street),Rice Dishes,4.9,272,singapore,"42 Club Street Singapore 069420 (Level 1),"
n8ez,Indo Sumatera (Trengganu Street),Rice Dishes,5,70,singapore,"27 Trengganu Street, Singapore 058477, Unit no. 02,"
n8kn,Icurry (Bedok North 511 Market & Food Centre),Curry,4.9,127,singapore,"Block 511 Bedok North Street 3 #01-03 Singapore 460511,"
n8p9,The Chicken Rice Stall (Woodlands),,0,0,singapore,"27 Woodlands Ave 9, Woodlands Ave 9 27 #01-05, North Food Court, Stall 8, 737909 Woodlands, North, Singapore, Singapore,"
n8ru,Tang Leng Chay Vegetarian 東龍齋 (Circuit Road),Singaporean,4.8,594,singapore,"79A Circuit Road #01-98 Singapore, 371079,"
n8zu,Oak & Ember (Toll Offshore Petroleum Services (TOPS),Western,4.9,21,singapore,"25 Loyang Cres, Level 9, Block 103A, Singapore 508988,"
n9bo,Olivia & Co. (Suntec City),Coffee,3.8,8,singapore,"3 Temasek Boulevard, Suntec City Mall, tower 1 & 2 Atrium,"
n9ft,Mun Ting Xiang Cha Xuan (AMK),Chinese,4.9,1068,singapore,"51 ANG MO KIO AVENUE 3 #03-01,"
n9hc,No.5 Bukit Timah Live Bull Frog Claypot Porridge (5 Cheong Chin Nam Rd) - Islandwide,Chinese,4.9,153,singapore,"5 Cheong Chin Nam Road, S599730,"
n9i3,Yu Ding Chicken Rice & Noodles (Bukit Panjang Plaza),Chicken Rice,4.9,464,singapore,"Bukit Panjang Plaza, 1, Jelebu Rd, West, Bukit Panjang, #01-44,"
n9iw,Zoul's Corner Kiosk (West Coast),Indonesian,5,325,singapore,"503 West Coast Drive #01-25 Singapore 120503,"
n9ju,Prince Noodles (Jalan Besar),Chinese,5,332,singapore,"380 jalan besar arc380 #01-10 singapore 209000,"
n9kz,Seoul Yummy (NEX),Korean,4.8,316,singapore,"#B1-45 NEX 23 Serangoon Central, Singapore 556083,"
n9vm,Samrang Indonesian Cuisine (North Bridge Road),Indonesian,5,131,singapore,"743 North Bridge Road L1 S198711 Unit # 1,"
na04,Breakfast Hola 早餐好了 (South Bridge) - Islandwide,,0,0,singapore,"280 South Bridge Road SG058829,"
na78,The Ice Cream store (Punggol),Ice Cream,5,8,singapore,"821 Punggol Road, Shell Punggol Service Station 829169,"
naez,The People’s Nasi Padang (Tai Seng),Rice Dishes,0,0,singapore,"61 Tai Seng Ave #B1-02, Singapore 534167,"
najc,711 Xin Fa Zhu Chao (Ang Mo Kio Avenue 8),Asian,4.7,31,singapore,"711 Ang Mo Kio Ave 8 #01-3501, S 560711,"
nas1,Pasta La Vista (111 Somerset),Italian,0,0,singapore,"111 Somerset Road, TripleOne Somerset, #01-K7, S (238164),"
nawd,Nasi Ayam Penyet (Serangoon North Avenue 1),Indonesian,4.8,7,singapore,"107 Serangoon North Ave 1 #01-671, S 550107,"
naxt,MANAM (Upper Circular Road),Indian,4.7,46,singapore,"15 UPPER CIRCULAR ROAD
#01-01, SINGAPORE 058413,"
naz0,Little Part 2 Cafe (Clementi St 12),Western,0,0,singapore,"BLK 106 Clementi Street 12, #01-38, Singapore 120106, S 120106,"
nazs,Bibimbap! (SingPost),Korean,5,249,singapore,"SingPost Centre, 10, Eunos Rd 8, East, Paya Lebar, B1-154, Singapore 408600,"
nb5n,Xi Men Jie (The Rail Mall),Asian,4.9,50,singapore,"398 Upper Bukit Timah Road, The Rail Mall,"
nbaq,Yi Mi Jiu Ba 一米98 (Upper Thomson Road),,0,0,singapore,"Upper Thomson Rd 205, 574345 Bishan, North, Singapore, Singapore,"
nbb0,Wild Coco (Farrer Park),Malaysian,5,41,singapore,"14 Hamilton Road, S(209184),"
nbbz,Asian Food Street (Woodlands MRT),Asian,4.8,14,singapore,"30 Woodlands Ave 2, #01-23 Woodlands MRT Station (Part Right) SG738343,"
nbd8,Killiney Go (Novena),,0,0,singapore,"Thomson Rd 339, 307677 Novena, Central, Singapore, Singapore,"
nboq,Annabella Patisserie Macarons (Woodlands) - Islandwide,Dessert,4.2,13,singapore,"2 gambas crescent level 3,"
nbot,Putian Heng Hwa Cuisine (Nex),Noodles,4.7,116,singapore,"23 Serangoon Central #04-36/37 Stall 13,"
nc4n,Ban Mian And Claypot Rice (Balestier Road),Chinese,0,0,singapore,"567 Balestier Road, Mega Foodcourt, Stall 5, Singapore 329884,"
ncdi,Boon Heng Atas Braised Duck (Broadway Hougang Avenue 4),Asian,4.8,16,singapore,"682 Hougang Ave 4, #01-300 S, Singapore 530682 (Broadway Coffeeshop),"
ncqb,Zoul's Corner 204 (Bedok North Street),Indonesian,4.9,130,singapore,"BLK 204 BEDOK NORTH STREET 1 #01-435 SINGAPORE 460204 (STALL NO: 08), S 460204,"
ncvv,Superfood Kitchen X The Green Bar (Jurong Point),Healthy,5,296,singapore,"1 Jurong West Central 2, Jurong Point #03-25E/25D, Jurong West, 648886,"
ncyj,Wang Wang Claypot (Kallang/Boon Keng),,0,0,singapore,"Jalan Besar Sports Centre, Tyrwhitt Rd 100, 207542 Kallang/Boon Keng, Central, Singapore, Singapore,"
ncza,GyoGyo (Plaza Singapura),Seafood,4.9,7,singapore,"68 Orchard Road, #06-08/09/10,"
nddo,Fish Your Youth (Koufu Tanglin Halt),Chinese,0,0,singapore,"88 Tanglin Halt Rd, #01-08 Commonwealth View, Singapore,"
ndfu,Thai Cuisine from Phitsanulok (Ubi Avenue),Thai,4.9,73,singapore,"152 Ubi Avenue 4, #01-01,"
ndgr,RK Nasi Padang (Telok Ayer Street),,0,0,singapore,"Telok Ayer St 121 #01-01, 068590 Marina Bay, Central, Singapore, Singapore,"
ndkw,House Of Kebabs Indian Muslim Food (Gek Poh Shopping Centre),Indian,4.7,735,singapore,"762 Jurong West Street 75 #01-332 Gek Poh Shopping Center, S 640762,"
ndun,Nagara Thai Gold (Tampines Central),Thai,0,0,singapore,"2 Tampines Central 5 #02-06, Century Square Singapore 529509,"
ndyd,WUZHAO HERBAL SOUP,Healthy,0,0,singapore,"530118, 530118 Hougang, North, Singapore, Singapore,"
ne2e,Inori Japanese Dining (St. Francis Xavier Major Seminary),Japanese,0,0,singapore,"618 Upper Bukit Timah Road B01-02 St Francis Xavier Seminary S6782145,"
ne98,Jia Xiang Wei Braised Chicken Rice (Kopitiam Square),Singaporean,4.9,222,singapore,"10 Sengkang Square, Kopitiam Square #01-49,"
nean,Tee Top Restaurant (Keppel Club),Asian,0,0,singapore,"Sime Rd 239, 289685North,  Singapore, Singapore,"
necs,Chettynad Curry Palace (29 Upper Weld Rd) - Islandwide,Indian,3.9,18,singapore,"29 Upper Weld Road,"
nejy,DLLM LOK LOK (Kallang Pudding Road),Malaysian,4.8,469,singapore,"47 Kallang pudding Road Unit No: 01-08,"
nel4,Pasta Pizza (Haig Road),Pizza,4.9,204,singapore,"12 Haig Road #01-323,"
nes5,Shahi Masala (Paya Lebar),,0,0,singapore,"Haig Rd 26, 438735 Paya Lebar, East, Singapore, Singapore,"
neyf,Banh Mi Bae (Toa Payoh),Vietnamese,5,53,singapore,"190 Lor 6 Toa Payoh, #01-574 next to Oishi Pan Bakery, Singapore 310190,"
nf04,Aryana-North indian Cuisine (54 South Bridge Road) - Restaurant Delivery,Indian,3.8,23,singapore,"54 South Bridge Rd, Singapore, 058685,"
nf09,回味蛋炒饭 HuiWei Egg Fried Rice (Outram Rd),Chinese,5,57,singapore,"313 Outram Rd, #01-00, Singapore 169073,"
nf21,Juice Box (132 Marsiling Rise),Beverages,5,207,singapore,"132 Marsiling Rise #01-214 Singapore 730132,"
nf2s,Keedo Keedo (732 North Bridge Road) - Islandwide,Bakery,3.9,6,singapore,"North Bridge Rd 732, 198700 Arab Street, Central, Singapore, Singapore,"
nf3x,Noosh Noodle Bar & Grill (Downtown East),Western,4.8,23,singapore,"E!HUB@DOWNTOWN EAST 1
PASIR RIS CLOSE #03-101
SINGAPORE 519599,"
nf4h,Pho Me Vietnamese Beef Noodles (Old Airport Rd),,0,0,singapore,"51 Old Airport Rd, Mountbatten, East, #01-89,"
nf8d,Xianglian Japanese Cuisine 香莲日本料理 (Plaza Singapura Kopitiam),,4.9,43,singapore,"68 Orchard Rd, #06-15/20, Plaza, Singapore 238839, S 238839,"
nffh,Aahana Indian Cuisine (Waterloo Centre),Indian,0,0,singapore,"180261,  BGAIN EATING HOUSE 01-29, 180261 Bugis/City Hall, Central, Singapore, Singapore,"
nflu,Sin Xiang Kee - SOUP/PORRIDGE/NOODLE/BRAISED (Ang Mo Kio Avenue 1),Chinese,4.9,101,singapore,"339 ANG MO KIO AVE 1#01-1565 TECK GHEE COURT,"
nfo2,BingXue Tea & Ice Cream (Junction Nine),Beverages,4.9,11,singapore,"18 Yishun Ave 9, #02-59 Junction Nine (outside ShengSiong), Singapore 768897,"
nfsx,Desert Dessert (Lengkok Bahru),Dessert,0,0,singapore,"BLK 63B Lengkok Bahru #01-350 SG152063,"
nfvq,Pasta Express (Geneo),Western,4.9,5,singapore,"Singapore Science Park 1, Science Park Dr 1b, 119315 NUH, Outer Central, B2-39, Singapore, Singapore, 119315 Singapore, Singapore,"
nfw3,Aspirasi Chicken Rice (VidaCity),Singaporean,0,0,singapore,"Pasir Ris Drive 6 3A Stall 6, 519422 Pasir Ris East, East, Singapore, Singapore,"
nfzj,Tiong Bahru Yong Tou fu (Ang Mo Kio Street 22),Asian,0,0,singapore,"Ang Mo Kio Street 22 215, 560215 Ang Mo Kio, North, Singapore, Singapore,"
ng04,Combo 105 Nasi Padang (Canberra Street),,4.9,30,singapore,"Blk 105 Canberra Street #01-03 Singapore 750105,"
ng56,Saybons (Junction 8) - Islandwide,Bakery,5,35,singapore,"#02-43, 9 Bishan Place, Junction 8, Ang Mo Kio/Toa Payoh,"
ng7r,House Of Chicken Rice (United Square),Asian,4.2,34,singapore,"101 Thomson Road #B1-02 307591,"
nga0,AL MUBIN EATING HOUSE (Changi Road),,4.7,57,singapore,"44, Changi road , Singapore,"
ngfm,Take-Out Salad (Junction Nine),Salads,5,1153,singapore,"18 Yishun Ave 9, JUNCTION NINE Unit No: 02-62 768897,"
ngi8,Feng Feng Hainanese Boneless Chicken Rice (Jurong),Asian,0,0,singapore,"496 Jurong West Street 41, Singapore,"
nglh,Aunty V Pig Organ Soup & Lor Mee (739 Bedok Reservoir),Singaporean,4.8,85,singapore,"739 Bedok Reservoir Road #01-3193 470739,"
ngol,Lao Jie Roasted Delights (603 Ang Mo Kio),Asian,0,0,singapore,"603 Ang Mo Kio Ave 5 01-2683, S 560603,"
ngqh,Chui Er Ge Sichuan Kitchen 炊二哥 ( Forum The Shopping Mall ),Singaporean,0,0,singapore,"Forum the shopping mall 583 Orchard Road #01-41 to 43,"
ngvw,Old Time (Ng Teng Fong General Hospital),Chinese,4.1,66,singapore,"1 Jurong East Street 21 #02-26 Singapore 609606,"
ngw8,Syed Cafe Exclusive (Choa Chu Kang),Indian,5,1817,singapore,"28 Choa Chu Kang Drive #01-02 SG689964, S 689964,"
ngxp,Eatero (Geylang East Central),Chicken,4.9,133,singapore,"121 Geylang East Central #01-90 Singapore 380121,"
nh16,Bagelwich (HIllv2),Burgers,0,0,singapore,"4 Hillview Rise, #01-12/13, HillV2 667979,"
nh2d,Le Petit Katong by Group Therapy (Katong V),Western,0,0,singapore,"30 East Coast Road #01-11,"
nh4i,Chuan Wei Mala (Sembawang Drive),Mala Xiang Guo,5,13,singapore,"313A SEMBAWANG DRIVE #01-01,"
nh7s,Bok Bok Chicken (1 Harbourfront Walk),Korean,4.3,19,singapore,"1 Harbourfront Walk #B2-23E 098585,"
nhci,Supergreen (Frasers Tower),Asian,5,199,singapore,"Supergreen (Frasers Tower), Cecil St 182, #02-04, S069547 Tanjong Pagar, Central, Singapore, Singapore,"
nhcl,Bibimbap Dosirak (Bukit Panjang Plaza),Korean,5,391,singapore,"1 Jelebu Road, Bukit Panjang Plaza #01-41 SG677743,"
nhss,G Sake (Beach Road),,0,0,singapore,"Golden Mile Tower 6001 Beach Road #01-52A/B Singapore 199589,"
ni6l,SG Hawker (Tanglin),Singaporean,4.7,10,singapore,"#B1-128 Tanglin Mall 163 Tanglin Rd, S247933,"
nimp,Pronto Prata by Springleaf (Toa Payoh),,5,468,singapore,"7A Lor 8 Toa Payoh, 7A, North, Toa Payoh, #01-01,"
nitq,Raisugood By Emma's Kitchen (Upper Changi),Seafood,5,43,singapore,"430 Upp Changi Road #01-15, S 487048,"
nj0w,Janchi (Craig Road),Korean,0,0,singapore,"4 Craig Road, Singapore 089664,"
nja1,Kokoyo Nyonya Delights (Serangoon Central Drive),Singaporean,4.5,15,singapore,"263 Serangoon Central Dr, #01-43, SG550263,"
njek,Kou Kou Xiang Chicken Soup 口口香鸡汤饭 (Queenstown),Chinese,4.6,20,singapore,"Margaret Dr 38, 141038 Queenstown, Central, Singapore, Singapore,"
njfb,Vegan Pho (Lucky Plaza),Asian,4.8,12,singapore,"01-69, Orchard Rd 304, 238863 River Valley, Central, Singapore, Singapore,"
njkh,Kaeden Cafe (Aperia Mall),Western,0,0,singapore,"12 Kallang Avenue Aperia Mall, #01-25, Singapore, S 339511,"
njm1,Xiong Hainanese Chicken Rice 熊海南鸡饭 (Bedok North Avenue 2),Chinese,0,0,singapore,"418 Bedok North Avenue 2, #01-97, Singapore 460418,"
njzc,Putian Kitchen (Tai Ho Soon) (Food Junction - Junction 8),Noodles,4.9,122,singapore,"9 Bishan Place #04-01 Junction 8 Shopping Centre,"
nkeh,Yan Yan Yong Tau Foo (Queen Street),Chinese,3.9,14,singapore,"269 Queen Street #01-236 SG180269, S 180269,"
nkpa,The Halal Galley (Muslim Owned) (Hougang),,4.9,57,singapore,"Upper Serangoon View 31 #07-20  534043 Hougang, North, Singapore, Singapore,"
nkul,PizzaMania (Causeway Point),Pizza,4.9,162,singapore,"1 Woodlands Sq, #B1-20, Causeway Point,"
nkyf,Kumari’s Veetu Biryani (Alkaff Crescent) - Home-Based Vendor,,5,11,singapore,"Alkaff Cres 113B #03-06, Bidadari, 342113 Toa Payoh, North, Singapore, Singapore,"
nl0c,Gu Ming Healthy Catering (Anchorvale Link),Beverages,4.9,19,singapore,"Blk 303A Anchorvale Link,12-74 , 541303 Sengkang, North, Singapore, Singapore,"
nl1r,Lai Kee Dim Sum (Boon Lay Shopping Centre),Asian,4.9,15,singapore,"221 BOON LAY PLACE, BOON LAY SHOPPING CENTRE #01-170,"
nlaw,Satay Power (503 West Coast Dr) - Restaurant Delivery,Asian,4.8,69,singapore,"503, West Coast Drive, #01-23, Clementi, 120503, Singapore,"
nlc5,Martin's Kitchen (Zion Road),,4.9,5,singapore,"56 Zion Rd, Zion Rd 56, 247781 River Valley, Central, Singapore, Singapore,"
nlcy,HanGrut (Concorde Shopping Centre),Korean,4.8,35,singapore,"317 Outram Road, #02-27 Concorde Shopping Centre,"
nldm,Nur’s Malay Food (Woodlands Street 83),Malaysian,4.9,286,singapore,"Woodlands St 83 834, 730834 Woodlands, North, Singapore, Singapore,"
nlgf,B For Bagel (Great World City),,4.9,293,singapore,"1 Kim Seng Promenade #B1-K122/K123, Great World City, Singapore 237994,"
nlk4,JB Traditional Steamed Treasures (金蒸阁海鲜) (Tampines Street 93),Chinese,0,0,singapore,"9012 Tampines Street 93, #01-157, S 528845,"
nln6,"I-Se-Kai Coffee, Tea + More (Punggol Spectra)",Beverages,4.9,48,singapore,"622A Punggol Central Punggol Spectra #09-254, 821622,"
nlo4,Greentea Rice by Thunder Tea Rice (Fernvale Community Club),Tea,4.9,222,singapore,"#03-18, 21 Sengkang West Ave,"
nlx0,Jiak Mee (682 Hougang Avenue 4),Noodles,4.9,1497,singapore,"Blk 682 Hougang Ave 4 #01-300,"
nm12,Lin Jia Xioa Chu (Paya Leba),Chinese,0,0,singapore,"Block 116, Aljunied Ave 2 116, 380116Outer Central,  Singapore, Singapore,"
nm6f,Hock Gooi Changi Village Curry Rice (Canberra Link),Chinese,4.5,16,singapore,"21 Bukit Canberra Link, #01-20, Bukit Canberra Hawker Centre, Singapore 756973,"
nmbj,Karachi Darbar Pakistani Restaurant (53 East Coast Rd) - Restaurant Delivery,Indian,2.3,135,singapore,"53 East Coast Road,"
nmee,The Ramen House (6 Short St) - Islandwide,Japanese,5,24,singapore,"6 Short Street,"
nmm4,Cinta Hainanese Chicken  (Pasir Ris Mall),Chicken Rice,4.8,12,singapore,"7 Pasir Ris Central #B2-17 Singapore 519612, S 519612,"
nmoi,Churros Factory (Punggol),Dessert,0,0,singapore,"11, NORTHSHORE DRIVE CANADIAN 2FOR1 PIZZA#01-02 Singapore - 828670,"
nmsg,Hom Aroy Thai Food (Coronation Plaza) - Islandwide,Thai,4.9,35,singapore,"03-01A, 587 Bukit Timah Road, Coronation Shopping Plaza, Bukit Timah, Buona Vista,"
nmva,Joo Chiat Beef King (Chinatown Food Centre),,5,6,singapore,"#02-024, Chinatown Food Centre, 335 SMITH STREET, SINGAPORE 050335,"
nn6v,Huang’S Fish Soup 皇氏鱼汤 (Changi Business Park Crescent),Seafood,5,34,singapore,"1 Changi Business Park Cres, Plaza 8, #01-21, S 486025,"
nn7y,Q Bread (Tampines),Bakery,4.5,29,singapore,"8 Tampines Central 1 #01-15, Eastlink Mall, Singapore, 529543,"
nnho,Karubi (Clarke Quay Central),Rice Dishes,5,171,singapore,"6 EU TONG SEN STREET #01-27/28/29 THE CENTRAL,"
nnjl,Pu Xian Restaurant (Hougang),Asian,4.9,143,singapore,"377 Hougang Street 32 #02-04 Hougang Rivercourt,"
nnk4,ABC COMPASSVALE EXPRESS (COMPASSVALE STREET),Indian,4.9,96,singapore,"BLK 263 COMPASSVALE STREET #01-09 STALL 1, S 540263,"
nnps,Fu-Men Japanese Udon & Donburi Restaurant (Raffles Quay),Noodles,5,52,singapore,"16 Raffles Quay, Hong Leong Building, #B1-17/18 Singapore 048581,"
nnsf,Chicky Fun Menu A,Rice Dishes,0,0,singapore,"1 Fusionopolis Way B1-24, Singapore 138632,"
